CONTENT;TYPE_HOTLINE;class
"Здравствуйте! Хочу уточнить информацию по поступлению на направление магистратуры ""Юриспруденция"". На сайте обозначено ""Для лиц, поступающих на направление магистратуры ""Юриспруденция"" по заочной форме обучения, имеющих базовое юридическое образование, вступительное испытание проводится в форме собеседования. Для лиц, не имеющих базового юридического образования, проводится письменное тестирование."" Меня интересует тестирование, в каком виде будет проводиться и где модно ознакомиться со списком вопросов. Заранее спасибо.";2;5
"Здравствуйте! Я бы хотела узнать в каком формате будут проходить вступительные испытания в магистратуру? В очном или дистанционно? 

 ВИ по направлениям на которые я собиралась подавать заявления назначенны на один день и на одно время, будет ли возможность сдать их оба?";2;5
Здравствуйте! Правильно ли я поняла, что можно выбрать когда сдавать ВИ (июль или август)? Задания в разное время будут одинаковой сложности? Как указать в личном кабинете ВИ и их дату? С уважнием, Олег ;2;5
"Здравствуйте! А где можно посмотреть точные даты вступительных испытаний ?

Спасибо за внимание !";2;5
Здравствуйте! В этом году я планирую поступать в магистратуру в институт филологии. Во время подачи документов возник вопрос: нужна ли медицинская справка по форме ###/у для поступления?;2;1
Здравствуйте! Как скоро появится расписание вступительных испытаний? Надо будет уехать и знать, в какие дни будут проводиться нужные ВИ. Марк ;2;5
Здравствуйте! Какие документы об индивидуальных достижениях можно отправлять?;2;3
"Здравствуйте! Уточните, пожалуйста, как будет организовано вступительное испытание по дисциплине ""Психология"" для поступающих в магистратуру по направлению ##.##.### программа ""Психология организационно-управленческой деятельности""? На какой платформе будет осуществляться тестирование, как будет предоставлен доступ к заданиям и т.п.?";2;5
"Здравствуйте!

Я хочу поступить на факультет адаптивной физической культуры. Знаю, что необходимо сдать офп, но не знаю как именно в сложившейся ситуации в мире это сделать. Приезжать к вам? Снимать на видео и отправлять?..

Спасибо. Орлов Станислав .";2;5
Здравствуйте! Могу ли  я перевестись на второй курс заочного обучения физико - технического факультета на специальность - электроэнергетика и электротехника? На данный момент я закончила первый курс заочного обучения в Академии госслужбы.  Куда я могу позвонить? Какие документы мне нужно предоставить? С уважнием, Александрова Валерия.;1;6
Здравствуйте! в профиле абитуриента не могу найти, куда необходимо загрузить скан мотивационного письма;2;1
Здравствуйте! как будут проходить вступительные испытания? по направлению Педагогическое образование (с двумя профилями подготовки). дистанционно или нет? если дистанционно,то как,что именно будет и когда надо будет отправить?;2;5
Здравствуйте! Можно ли лично приехать и подать заявление на обучение ?;1;1
"Здравствуйте!

Скажите пожалуйста, вступительные испытания пройдут только в один поток, и какие это будут числа?";2;5
"Здравствуйте!В заявление в разделе""Индивидуальные достижения"", можно ли указать о наличии  диплома  о СПО с отличием? Игорь ";2;3
"Здравствуйте! меня интересуют несколько вопросов. в приеме документов по электронной почте написано ""Распечатать, заполнить и подписать заявление"", и представлены два заявления на программу бакалавриата и магистратуры. если я подаю документы на программу бакалавриата, мне не нужно отправлять заявление на программу магистратуры?

мне подавать документы после сдачи ЕГЭ? просто в заявлении на программу бакалавриата представлена таблица, где необходимо заполнить балл ЕГЭ. а у меня последний экзамен ## июля.не будет ли это поздно для подачи документов?";2;1
"Здравствуйте!

Я бы хотела узнать о том,как я могу забрать документы из университета

Заранее спасибо Толмачева Дарья.";1;1
"Здравствуйте!Имеются ли бюджетные места,на заочном отделении ,по такому направлению подготовки как Педагогическое образование (с двумя профилями подготовки). Профиль ""Образование в предметных областях (Безопасность жизнедеятельности и Физическая культура)""  ? Лев ";2;1
Здравствуйте! Хочу попробовать перепоступить на бюджет с общим потоком. Что для этого надо сделать? Надо ли для этого отчисляться, собирая все подписи?;2;6
Здравствуйте! На каких условия я могу поступить к вам в университет после окончания колледжа с отличием на специальность ##.##.##? Лебедев Ярослав ;2;1
Здравствуйте! До какого числа нужно загрузить видео с вступительным испытанием ОФП? Также до ## августа? Или на направление Физ.культуры и спорта необходимо загружать видео раньше?;2;5
"Здравствуйте! Можно ли подать документы, к примеру, на # направления в Институт Иностранных языков (Французский-Английский, Нем.-Англ. и Англ.-Нем.) и еще дополнительно подать в Институт Физической культуры и спорта на одно направление (например, Физическое воспитание)? То есть в сумме у меня будут заявки на # направления, но лишь в # Института (Иностр. языков и физ.культуры и спорта). 

То есть каким образом действует это правило - в один вуз подавать можно только на # направления? Имеется в виду на # Института или в целом лишь на # направления?

Спасибо!";2;1
Здравствуйте, можно ли узнать как и какого числа будет проводиться творческий конкурс на дизайнера?;2;5
Здравствуйте! У меня егэ будет в июле, как и когда мне подать заявление на поступление? Можно ли его подать до егэ или всё же ждать когда будет егэ и его результаты?;2;1
Здравствуйте! Вопрос по поводу поступления в магистратуру. Я хочу подать заявления на несколько направлений обучения. На каждое нужно формировать отдельное заявление? Общее на несколько сделать не получается, но при этом в каждом заявлении стоит приоритетность специальностей. Игорь ;2;1
Здравствуйте! Каким образом можно подготовиться к вступительному испытанию по направлениям  ##.##.## дизайн и  ##.##.## мхк?;2;5
Здравствуйте! Скажите, пожалуйста, если подавать документы в электронной форме, нужна ли справка о прохождении медицинской комиссиии? Так как с ее прохождением возникают трудности;2;1
Здравствуйте! Скажите, пожалуйста, до какого числа я могу подать документы на платную основу по результатам ЕГЭ?;2;1
Здравствуйте! Можно только подавать документы в электронном виде или можно приехать?;2;1
Здравствуйте!В заявлении в разделе расписка написано ,что при участии в конкурсе на бюджетные места,лица,не предоставившие оригинал документа об образовании выбывают из конкурса.Необходимо выслать оригинал аттестата?;2;1
Здравствуйте! в этом году поступает на медицинский факультет,у нас направление от организации  ,это направление мы должны предоставить как и все документы для поступления  электронно? или их надо привести лично?;2;1
Здравствуйте, а будут ли проводиться вступительные экзамены и какие документы надо подать?;3;5
Здравствуйте! Скажите, пожалуйста, вы принимаете документы, только электронно или можно приехать? И если подавать электронно документы, нужна ли справка о прохождении медицинской комиссии?;2;1
Здравствуйте! Подскажите , какие нужны документы для поступления на специальность ##.##.##.На заочное отделение.?  У меня, закончен Технический Техникум. в ####г;2;1
Здравствуйте! Есть ли вероятность проведения вступительных испытаний по ОФП не дистанционно? Нормы ГТО сдают на стадионе каждый день!;2;5
Здравствуйте! В течении какого времени рассматриваются заявления?;2;1
Здравствуйте!подскажите какие нужны документы для постепление на заочное отделение строительство дорог,  мне ## лет, окончил ПУ-# в #### году;2;1
"Здравствуйте! Еще вопрос.

Как будет проходить экзамен по общей физической подготовке? С уважнием, Дарья.";1;5
Здравствуйте! Можно ли получить заполненные шаблоны на поступление? Некоторые графы не совсем понятно как заполнять. Елизавета.;2;1
"Здравствуйте!Есть аттестат об общем среднем образовании (## классов заочно).ЕГЭ не сдавалось.Могу ли я поступить на заочное обучение ""Педагогическое образование.Начальное образование"" на бюджет?";2;1
Здравствуйте! Хочу падать заявление по направлению экономика, я сдаю ЕГЭ, а заявление подаётся до ## июля. Мне надо сейчас подавать или можно после сдачи ЕГЭ когда будут результаты?;2;1
"Здравствуйте! 

Хочу подать заявление по программе обучения  ##.##.## и ##.##.##

Заявление подается только на платную основу. Бюджетных мест на данные программы нет? Очень  хотела попасть на бюджет.

Спасибо С уважнием, Безрукова Вероника.";2;1
Здравствуйте! Что подразумевается по личными достижениями? Являются ли личными достижения, полученные в среднем звене обучения? Спасибо. С уважнием, Кожевникова Александра;2;3
"Здравствуйте! Подскажите, пожалуйста, могу ли я поступить на # курс института по специальности ""экономика"", если я имею диплом об окончании торгового техникума по специальности . Спасибо! Кузьмин Владислав ";2;1
"Здравствуйте!    #)Если абитуриент планирует сначала  поступать на бюджетной основе, но рассматривает и вариант обучения  на платной основе, то в какой графе указать об этом в заявлении??

#) если заявление подано до сдачи ЕГЭ, то как потом сообщить о результатах ЕГЭ??";2;1
Здравствуйте! Я не могу зайти в свой личный кабинет и заполнить заявление до конца. На выходных работает личный кабинет?;2;8
"Здравствуйте!

Подскажите, пожалуйста, когда будут проводится ВИ по профилю ""Журналистика"". В расписании не нашла. Спасибо.";2;5
Здравствуйте! Я много лет назад поступала на факультет ТиП (заочная форма) бесплатно, тогда меня с рабрты не отпустили учиться. Подскажите сохранилась ли возможность поступления на заочную форму обучения на бюджетное место?;2;1
"Здравствуйте!

Подскажите пожалуйста до какого числа можно подать документы? 

Я оканчиваю ##-у класс С уважнием, Федоров Кирилл Анатольевич";2;1
Здравствуйте!Известно ли, в каких числах буду проводится ВИ по химии и биологии?;2;5
Здравствуйте! Подскажите пожалуйста, как  при формировании заявления на поступление в личном кабинете указывать направления в порядке убывания приоритета, в одном заявлении? У нас получилось указать только одно направление. Спасибо. С уважнием, Глеб .;2;1
Здравствуйте! Подскажите, пожалуйста, если в случае поступления на направление дизайн я рассматриваю два варианта обучения-бюджет или же платное, каким образом в этом случае заполняется заявление о поступлении? С уважнием, Третьякова Ульяна;2;1
Здравствуйте! Когда будут известны даты проведения творческих вступительных испытаний, хотя бы примерно, хотела устроиться на работу, но не могу, так как неизвестны эти даты. С уважнием, Денисова Дарья;2;5
"Здравствуйте! Я закончила  Колледж специальность физическая культура и хочу поступать в Ваш ВУЗ тоже на физическую культуру или туризм очного отделения и что надо сделать для того, чтобы записаться на вступительные испытания ( физические) и сдать ЕГЭ на базе университета (обществознание и русский язык) как это будет проходить - дистанционно? 

И в какие сроки, спасибо!";2;5
"Здравствуйте!

##.##.#### г. я подала заявление в личном кабинете на бюджетное обучение. Как мне дополнить информацию о том, что я готова рассматривать платное обучение, если не пройду по общему конкурсу?";2;5
"Здравствуйте!

После # класса я поступила в среднее профессиональное учреждение. В этом году закончила его. Получила квалификация ""Артист, преподаватель, концертмейстер"" ЕГЭ не сдавала. Что мне делать в этой ситуации? Скан диплома об окончании прилагается в профиле абитуриента.

Хочу поступить на психолого-педагогическое образование по профилю ""психология и социальная педагогика""";2;1
"Здравствуйте! Скажите, пожалуйста, можно ли сейчас подавать документы на поступление в ваш ВУЗ без результатов ЕГЭ?

 с личным кабинетом возникли трудности, могу ли я отправить документы по электронной почте? спасибо С уважнием, Владислав .";2;1
Здравствуйте! Я бы хотел поступать в Ваш ВУЗ в этом году. При подаче заявления на обучение через личный кабинет у меня возникли трудности: известно, что одновременно можно подавать заявление на # направления подготовки, однако у меня получается подать заявление только по одному направлению (не могу добавить еще два). Можете подсказать как это сделать? Или для каждого направления подготовки необходимо создать три разных заявления? С уважнием, Белов Игорь .;2;1
Здравствуйте! Скажите, пожалуйста, когда будет проходить экзамен по общей физической подготовке?;2;5
"Здравствуйте!

Скажите, пожалуйста, надо ли заполнять распечатанное заявление (информация об индивидуальных достижениях, медицинская справка и до. Все это уже заполнено в ""профиле абитуриента"") или только подписать в конце?";2;1
Здравствуйте! Я бы хотела поступать в Ваш ВУЗ в этом году. При подаче заявления  на обучение через личный кабинет у меня возникли трудности: известно, что одновременно можно подавать заявление на # направления подготовки, однако у меня получается подать заявление только по одному направлению (не могу добавить еще два). Можете подсказать как это сделать? Или для каждого направления подготовки необходимо создать три разных заявления?;2;1
Здравствуйте! подскажите пожалуйста, будет ли предоставляться общежитие для заочного ( дефектологического) отделения , на ПЛАТНОЙ основе?! Ольга;2;4
Здравствуйте! Скажите, пожалуйста, каким образом подают заявления в магистратуру студенты-выпускники, которые в июле будут на военных сборах. Диплома пока нет, когда будет неизвестно. С ## июля на месяц они уходят в военную часть. Можно сейчас подать заявление, а потом в августе приложить скан диплома? Спасибо;2;1
"Здравствуйте! Сколько бюджетных мест планируется в этом году на специальность ""Графический дизайн"" в Институте педагогики и психологии""?";2;1
"Здравствуйте!Возможно ли поступление, если ты уже отучился в колледже на одну специальность, а хочешь получить высшее?

И есть ли гарантия того, что тебя примут после армии?";1;1
"Здравствуйте! Что подразумевается под ""собеседованием"" для поступления в магистратуру по направлению строительство? Глеб ";2;5
"Здравствуйте!



Подскажите, пожалуйста, при приеме на платное обучение на юриспруденцию предоставляется ли общежитие?

Спасибо.";2;4
Здравствуйте!В каком формате будут проходить вступительные испытания для мед.инст. и в какие сроки ? Можно ли на сайте найти пробные варианты или что-либо подобное? Спасибо за внимание!;2;5
"Здравствуйте! Ещё вопрос, а вопросы , которые будут на ВИ, это те которые выложены в программе на сайте ВУЗа?

По ним и нужно готовится ?";2;5
Здравствуйте!А в каком формате будут проходить вступительные испытания  в этом году?Как это будет выглядеть? И, какие, примерно, сроки вступительных испытаний? С уважнием, Вадим Исаакович.;2;5
"Здравствуйте! У меня вопрос по поводу заполнения заявления, там где написано ""Прошу засчитать результаты егэ"" там надо подчеркнуть те экзамены, которые я сдаю? А где написано ""Прошу допустить меня к вступительным испытаниям по следующим предметам"" надо написать ""Общая физическая подготовка"" (на учителя физической культуры поступаю)? 

Или просто где написано ""подпись"" просто поставить подписи?";2;1
"Добрый день, хотел получить информацию по данному вопросу: я ранее учился на очной форме, отучился три курса на кафедре туризма на специалиста гостиничного и ресторанного дела, около # лет назад ушел с учебы по семейным обстоятельствам). Сейчас бы с удовольствием поступил в Ваш университет на заочное отделение, но на бюджетной основе, что для этого нужно сделать и есть ли вообще такая возможность?

Буду ждать ответ.";2;1
"Здравствуйте! Подскажите, пожалуйста, какой в этом году ожидается  проходной балл на бюджет? На факультет ""Лечебное дело"" и ""Фармация""";2;2
Здравствуйте! Как правильно зарегистрироваться чтобы подать документы для поступления?;2;8
Здравствуйте! У меня вопрос по поводу перевода в другой ВУЗ перед новым годом или после. Можно ли так сделать? И если можно, то при каких условиях? С уважнием, Ольга.;2;6
Здравствуйте! Подскажите,пожалуйста,каковы условия приема на специальность ##.##.## Социальная работа.?;2;1
Здравствуйте! Каким образом подавать согласие на зачисление? В момент подачи заявления или позже? Где скачать бланк или он будет в личном кабинете? Спасибо;2;1
Здравствуйте! Хотелось бы поступить к вам в институ  Пыталась поступить в прошлом году, Какие документы нужны?  На сколько знаю приём документов будет онлайн, не могли бы вы мне помочь, слегка путаюсь на сайте, сдавала экзамены в прошлом году (рус., мат(проф)., информатика, физика), так же я участвовала в олимпиаде по физике от вашего института, не помню точно сколько баллов было, как мне говорили они учитываются при поступлении, очень надеюсь, что пройду С уважнием, Анна;1;1
Здравствуйте! Я хотела бы подать документы на поступление, как я поняла можно это сделать через личный кабинет, но там никак не могу найти раздел с регистрацией.;2;8
Здравствуйте! При поступлении на дизайн мне необходимо сдать # экзамена- Русский язык и литература? Есть ли необходимость сдавать егэ по математике? С уважнием, Родочинская Арина Ивановна;2;5
Здравствуйте! Я бы хотел узнать всю информацию по поступлению в институт лесных, горных и строительных наук по профилю  строительство автомобильных дорог. У меня есть диплом о среднем профессиональном образовании автотранспортного техникума по той же специальности. С уважнием, Дарья.;2;1
Здравствуйте! Нужно ли сдавать экзамены если поступаешь платно;2;5
Здравствуйте! Я занимаюсь спортом, нужно ли прикреплять к заявлению на поступление документы подтверждающие мою квалификационную степень? Даёт ли это какие-то баллы при поступлении?нужна ли характеристика из школы и от тренера?  Собираюсь поступать на специальность ##.##.## Педагогическое образование (с двумя профилями подготовки) Образование в предметных областях (Безопасность жизнедеятельности и Физическая культура) Кузьмин Вадим .;2;3
Здравствуйте!Подскажите, пожалуйста, в каких числах будут проводиться вступительные испытания. Спасибо С уважнием, Григорий .;2;5
Здравствуйте! Я хочу подать документы до сдачи ЕГЭ. В заявлении есть строка с баллами ЕГЭ, что мне нужно делать?;2;1
"Здравствуйте! Планируются ли бюджетные места на #### год по профилю""Юриспруденция"" в  связи с последними заявлениями президента РФ?";2;1
"Здравствуйте!

Нужны ли знания Шведского языка при поступлении на программу зарубежной филологии (шведский язык, литература, английский язык)?";2;1
"Здравствуйте!

При подаче документов,  достаточно ли будет фотографии заполненного заявления? С уважнием, Ковалевская Кристина Анатольевна";2;1
Здравствуйте! У меня вопрос по поводу перевода в другой ВУЗ, можно ли через год обучения подать документы в другой ВУЗ?;2;6
Здравствуйте!  У меня вопрос по документам на поступление. В просмотренном мной списке я не нашел упоминание об медицинской справке и отдельных фотографиях. Нужны ли медицинская справка и фотографии?;2;1
Здравствуйте! Можно ли подать пакет документов для поступления без результатов ЕГЭ ? Спасибо за ответ.;2;1
Здравствуйте!Объясните, пожалуйста, какие экзамены, собеседования,тестирования нужно будет пройти для поступления на заочную форму обучения по  профилю начальное образование. Имеется диплом о среднем профессиональном образовании колледжа по специальности Эстрадное пение.;2;5
Здравствуйте!Для поступления на физическую культуру,  какую медицинскую справку нужно предоставлять?;2;1
Здравствуйте! Объясните,пожалуйста, какие  испытания тестирование,экзамены или собеседование надо проходить при поступление на заочную форму обучения, если имеешь диплом о среднем профессиональном образовании колледжа  Тимур .;2;5
Здравствуйте! Я учусь на # курсе, сейчас перейду на # курс. Хотела перевестись на другой профиль. Мне посоветовали перепоступить без отчисления. Отправили скан аттеста уже. Можно узнать о медицинском осмотре. Мне надо его снова проходить? И я хотела бы узнать о вступительных экзаменах, как это будет проходить? И я хотела бы ещё узнать о ЕГЭ, оно ещё является действительным, но я не помню точные баллы по предметам, это как-то сохраняется в базе данных? Карина;2;1
Добрый день! Могу ли я поступить в ваш ВУЗ на психолого-педагогическое образование ( педагог- психолог дошкольного образования) Заочно, платно, по аттестату или по диплому от первого образования ( училище) экзамен ЕГЭ не сдавался ? Илья ;2;1
"Здравствуйте! узнала на сайте ,что поступление в магистратуру будет дистанционно(тестирование)

как именно будет проходить данное тестирование? на каком ресурсе?

когда можно будет подробнее узнать об этом? Сергеев Кирилл .";1;5
Здравствуйте! Когда будут известны подробности проведения дополнительного экзамена (творческая работа), который будет проходить дистационно?;2;5
"Здравствуйте! В прошлом году поступила на направление ""Агрономия"", написать заявление об отчислении не успела, и соответственно документы все в институте, есть ли возможность, как-то написать заявление по собственному желанию и забрать аттестат?";2;1
Здравствуйте! Я отчислилась с ВУЗа, но аттестат еще в ВУЗе, хочу перепоступить, может ли отправить его в приемную комиссию учебный отдел? ( то есть, чтобы не забирать самой и не отправляли по почте);2;6
"Здравствуйте! Прием в магистратуру на специальность ""Юриспруденция. Уголовное право, уголовный процесс, криминалистика"" осуществляется по конкурсу.  Что должно включать, как его оформить и что делать, если нет каких-либо публикаций, выступлений? Можно ли в этом случае сдавать вступительное испытание в ВУЗ?";2;5
Здравствуйте!При поступлении мед. комиссия не нужна,а без неё в общежитие примут? С уважнием, Роман Андреевич.;2;4
"Здравствуйте, я по поводу даты поступления в ваш университет до какого числа можно поступить сдать экзамены и документы , просто в данный момент дороги закрыты!

И какие документы нужны? С уважнием, Лев .";2;1
Здравствуйте! Возможно ли перевестись из Военного ВУЗ'а в ваше учебное заведение? Оканчиваю #-ий курс.;1;6
Здравствуйте! Возможно ли перевестись из Военного ВУЗ'а в ваше учебное заведение? Перехожу на #-ий курс. Юлия.;2;6
Здравствуйте! Вступительные экзамены в формате ЕГЭ будут проводить?? С уважнием, Максимов Николай ;2;5
Здравствуйте! Когда и каким образом будет проходить вступительное испытание (рисунок, композиция) при поступлении на дизайн?;2;5
"Здравствуйте! Не особо понимаю как зарегистрироваться в личном кабинете, пишет ""Войти"", а вкладки зарегистрироваться нет";2;8
Здравствуйте! Возможно ли у Вас  учиться  на высшее на бюджет,если есть высшее образование или пройти профессиональную переподготовку на бюджете?;2;1
Здравствуйте! Уточните, пожалуйста, сколько ожидается мест  по целевым направлениям в ####  в ординатуру Медицинского института, специальность кардиология, рентгенология. Лебедев Вадим .;1;1
Здравствуйте! Молодой человек учиться на #-ом курсе строительного факультета,  При поступлении в ####г. не хватило баллов для поступления на кафедру прикладной математики. Возможно ли снова участвовать в конкурсе для поступления на кафедру прикладной математики по результатам ЕГЭ ####г? В случае неудачи сохраниться ли за ним место на строительном факультете? Потребуется ли для этого оформление новой медицинской справки?;2;1
Здравствуйте! Правильно ли я поняла, что на бюджетные места можно в заявлении указывать только одно направление из выбранных трех, а на платные места -  во всех трех направлениях? С уважнием, Тимур .;2;1
Здравствуйте! Подскажите, пожалуйста, будут ли в #### г. места по целевым направлениям в Медицинский институт, специальность кардиология?;1;1
Здравствуйте! Вопрос у меня такой: ребята, которые закончили ## классов в личный кабинет абитуриента вместе с заявлением прикладывают аттестат о образовании. А, если ребёнок закончил техникум. Что отправить с заявлением? Может быть это выписка из техникума о пройденных дисциплинах и оценках по ним? Подскажите. Спасибо:);2;1
"Здравствуйте!

Можно ли в одном и том же институте подавать заявления на разные образовательные программы.";2;1
Здравствуйте! Будут ли бюджетные места на отделение Дефектологии, если да, то сколько мест?Спасибо!;2;1
Здравствуйте!такой вопрос,если у меня целевое направление,я могу подать заявление на общий конкурс на то же направление,что и в целевом или нет?;1;1
Здравствуйте! Какую биологию, математику и химию нужно сдавать на зоотехнию? Профильную или базовую?;2;5
Здравствуйте! Расскажите пожалуйста по подробнее , о поступление на факультет психологии на заочное отделение.Какие даты проведения вступительных испытаний? Владимир .;1;5
"Здравствуйте!

Будут ли учитываться результаты итогового сочинения при поступлении на филологию? Если да, то как их можно предоставить?";2;5
Здравствуйте,я сейчас учусь в спо и сдаю егэ,смогу ли я при поступлении взять что-то с егэ, а другой предмет со вступительных экзаменов ? С уважнием, Григорий .;2;5
Здравствуйте! Я - студентка, но хочу поменять специальность и перепоступить в новом учебном году. Для этого я сдаю ЕГЭ этим летом в июле. Скажите, пожалуйста, как мне провести процедуру перепоступления? Нужно ли мне забирать оригинал аттестата из университета, чтобы поступить еще раз? Достаточно ли будет скана аттестата для подачи заявления на поступление, и как мне можно получить скан аттестата? Спасибо! С уважнием, Ярослав .;2;6
